year,province,bank_type_bfi,outlet_num,outlet_employees,outlet_assets,corporate_ins_num,outlet_pert
2017,湖南省,财务公司,5,150,418,4,0.0007
2017,湖南省,信托公司,1,159,82,1,0.0001
2017,广东省,政策性银行,82,2445,10163,0,0.0073
2017,广东省,外资银行,257,10119,6108,6,0.023
2017,广东省,三类新型农村金融机构,250,4245,828,59,0.0224
2017,广东省,合计,17287,358342,227089,219,1.5478
2017,广东省,大型商业银行,6129,141605,92444,0,0.5488
2017,广东省,股份制商业银行,1865,71423,52712,3,0.167
2017,广东省,邮政储蓄银行,2073,27182,6332,0,0.1856
2017,广东省,城市商业银行,635,20788,18848,6,0.0569
2017,广东省,小型农村金融机构,5970,75095,31776,109,0.5345
2017,广东省,财务公司,13,968,4072,22,0.0012
2017,广东省,信托公司,2,1396,625,4,0.0002
2017,深圳市,政策性银行,3,325,5000,0,
2017,深圳市,外资银行,90,5341,3772,5,
2017,深圳市,三类新型农村金融机构,47,1389,357,10,
2017,深圳市,合计,1863,72780,83840,35,
2017,深圳市,大型商业银行,641,23571,31012,0,
2017,深圳市,股份制商业银行,563,27860,28738,2,
2017,深圳市,邮政储蓄银行,141,1711,826,0,
2017,深圳市,城市商业银行,162,6139,7131,1,
2017,深圳市,城市信用社,0,0,0,0,
2017,深圳市,小型农村金融机构,199,2970,2683,1,
2017,深圳市,财务公司,10,398,1448,10,
2017,深圳市,信托公司,2,1103,495,2,
2017,广西壮族自治区,政策性银行,66,1735,5274,0,0.0135
2017,广西壮族自治区,外资银行,4,89,52,0,0.0008
2017,广西壮族自治区,三类新型农村金融机构,238,3416,385,45,0.0487
2017,广西壮族自治区,合计,6297,91368,35891,145,1.289
2017,广西壮族自治区,大型商业银行,1982,38448,12774,0,0.4057
2017,广西壮族自治区,股份制商业银行,206,4197,2627,0,0.0422
2017,广西壮族自治区,邮政储蓄银行,969,10442,1787,0,0.1984
2017,广西壮族自治区,城市商业银行,437,7927,4858,3,0.0895
2017,广西壮族自治区,城市信用社,0,0,0,0,0
2017,广西壮族自治区,小型农村金融机构,2392,25020,7929,95,0.4897
2017,广西壮族自治区,财务公司,2,52,165,1,0.0004
2017,广西壮族自治区,信托公司,0,0,0,0,0
2017,重庆市,政策性银行,39,1215,5346,0,0.0127
2017,重庆市,外资银行,27,646,203,0,0.0088
2017,重庆市,三类新型农村金融机构,116,2321,315,41,0.0377
2017,重庆市,合计,4124,71198,47064,56,1.3411
2017,重庆市,大型商业银行,1362,27167,13475,0,0.4429
2017,重庆市,股份制商业银行,288,9273,7164,0,0.0937
2017,重庆市,邮政储蓄银行,234,4171,2699,0,0.0761
2017,重庆市,城市商业银行,271,8022,6669,2,0.0881
2017,重庆市,城市信用社,0,0,0,0,0
2017,重庆市,小型农村金融机构,1775,15789,8834,1,0.5772
2017,重庆市,财务公司,4,125,230,4,0.0013
2017,重庆市,信托公司,2,368,348,2,0.0007
2017,四川省,政策性银行,114,4164,7760.5,0,0.0137
2017,四川省,外资银行,26,826,366.8,0,0.0031
2017,四川省,三类新型农村金融机构,268,4125,723.4,56,0.0323
2017,四川省,合计,14249,231058,92629.5,182,1.7163
2017,四川省,大型商业银行,3347,92122,34193.3,0,0.4032
2017,四川省,股份制商业银行,587,12129,8662.2,0,0.0707
2017,四川省,邮政储蓄银行,3085,27603,5310,0,0.3716
2017,四川省,城市商业银行,912,20464,15679.5,14,0.1099
2017,四川省,城市信用社,0,0,0,0,0
2017,四川省,小型农村金融机构,5896,67701,18870.2,104,0.7102
2017,四川省,财务公司,8,351,792.5,4,0.001
2017,四川省,信托公司,2,1317,217.3,2,0.0002
2017,贵州省,政策性银行,72,1504,5143,0,0.0201
2017,贵州省,外资银行,1,17,3,0,0.0003
2017,贵州省,三类新型农村金融机构,202,3712,401,73,0.0564
2017,贵州省,合计,5340,73520,34755,164,1.4916
2017,贵州省,大型商业银行,1103,23245,9564,0,0.3081
2017,贵州省,股份制商业银行,119,2959,1767,0,0.0332
2017,贵州省,邮政储蓄银行,963,2639,1186,0,0.269
2017,贵州省,城市商业银行,523,11276,7525,2,0.1461
2017,贵州省,城市信用社,0,0,0,0,0
2017,贵州省,小型农村金融机构,2347,27494,7880,84,0.6556
2017,贵州省,财务公司,5,90,1017,3,0.0014
2017,贵州省,信托公司,1,375,138,1,0.0003
2017,云南省,政策性银行,89,2064,6089,0,0.0185
2017,云南省,外资银行,7,114,62,0,0.0015
2017,云南省,三类新型农村金融机构,132,2796,335,73,0.0275
2017,云南省,合计,5641,78141,39847,215,1.1751
2017,云南省,大型商业银行,1601,34553,13348,0,0.3335
2017,云南省,股份制商业银行,411,7642,4136,0,0.0856
2017,云南省,邮政储蓄银行,855,3167,1132,0,0.1781
2017,云南省,城市商业银行,230,5327,3598,3,0.0479
2017,云南省,小型农村金融机构,2306,21842,10182,133,0.4804
2017,云南省,财务公司,5,104,331,4,0.001
2017,云南省,信托公司,1,266,28,1,0.0002
2017,陕西省,政策性银行,82,2187,4957.6,0,0.0214
2017,陕西省,外资银行,12,328,161.3,0,0.0031
2017,陕西省,三类新型农村金融机构,56,1214,116.8,31,0.0146
2017,陕西省,合计,7227,103447,47368.4,145,1.8845
2017,陕西省,大型商业银行,1905,42408,16873.2,0,0.4967
2017,陕西省,股份制商业银行,443,10145,7179,0,0.1155
2017,陕西省,邮政储蓄银行,1251,11148,2818,0,0.3262
2017,陕西省,城市商业银行,526,9244,5852.3,2,0.1372
2017,陕西省,小型农村金融机构,2940,24732,8295.5,103,0.7666
2017,陕西省,财务公司,7,330,784.1,4,0.0018
2017,陕西省,信托公司,3,1412,251.8,3,0.0008
2017,甘肃省,政策性银行,63,1667,4432,0,0.024
2017,甘肃省,外资银行,0,0,0,0,0
2017,甘肃省,三类新型农村金融机构,418,4656,157,27,0.1592
2017,甘肃省,合计,5224,68981,25544,119,1.9893
2017,甘肃省,大型商业银行,1375,28668,6874,0,0.5236
2017,甘肃省,股份制商业银行,130,3095,1749,0,0.0495
2017,甘肃省,邮政储蓄银行,600,2923,792,0,0.2285
2017,甘肃省,城市商业银行,344,8104,5406,2,0.131
2017,甘肃省,城市信用社,0,0,0,0,0
2017,甘肃省,小型农村金融机构,2288,19326,5527,84,0.8713
2017,甘肃省,财务公司,3,83,176,3,0.0011
2017,甘肃省,信托公司,1,309,59,1,0.0004
2017,青海省,政策性银行,27,566,2368,0,0.0452
2017,青海省,外资银行,0,0,0,0,0
2017,青海省,三类新型农村金融机构,6,461,11,5,0.01
2017,青海省,合计,1118,18658,8975,39,1.8696
2017,青海省,大型商业银行,430,9312,3176,0,0.7191
2017,青海省,股份制商业银行,39,1038,676,0,0.0652
2017,青海省,邮政储蓄银行,178,911,318,0,0.2977
2017,青海省,城市商业银行,82,1684,1102,1,0.1371
2017,青海省,小型农村金融机构,353,4306,1113,31,0.5903
2017,青海省,财务公司,1,31,92,1,0.0017
2017,青海省,信托公司,1,327,118,1,0.0017
2017,宁夏回族自治区,政策性银行,16,543,1895,0,0.0235
2017,宁夏回族自治区,三类新型农村金融机构,58,1136,174,19,0.085
2017,宁夏回族自治区,合计,1353,23217,9112,42,1.9839
2017,宁夏回族自治区,大型商业银行,510,10105,2702,0,0.7478
2017,宁夏回族自治区,股份制商业银行,39,1382,489,0,0.0572
2017,宁夏回族自治区,邮政储蓄银行,202,1148,225,0,0.2962
2017,宁夏回族自治区,城市商业银行,141,3228,1939,2,0.2067
2017,宁夏回族自治区,小型农村金融机构,386,5630,1556,20,0.566
2017,宁夏回族自治区,财务公司,1,45,132,1,0.0015
2017,新疆维吾尔自治区,政策性银行,97,2354,5254,0,0.0397
2017,新疆维吾尔自治区,外资银行,2,57,16,0,0.0008
2017,新疆维吾尔自治区,三类新型农村金融机构,138,5021,661,28,0.0564
2017,新疆维吾尔自治区,合计,3649,63937,30826,121,1.4924
2017,新疆维吾尔自治区,大型商业银行,1258,29984,11208,0,0.5145
2017,新疆维吾尔自治区,股份制商业银行,125,3025,1857,0,0.0511
2017,新疆维吾尔自治区,邮政储蓄银行,665,3473,921,0,0.272
2017,新疆维吾尔自治区,城市商业银行,226,6045,5717,6,0.0924
2017,新疆维吾尔自治区,小型农村金融机构,1137,13344,4440,84,0.465
2017,新疆维吾尔自治区,财务公司,1,19,7,0,0.0004
2017,新疆维吾尔自治区,信托公司,0,504,138,2,0
2018,北京市,政策性银行,18,907,18364,0,0.0084
2018,北京市,外资银行,116,4363,3817,9,0.0539
2018,北京市,三类新型农村金融机构,38,791,244,11,0.0176
2018,北京市,合计,4703,115727,235457,120,2.1834
2018,北京市,大型商业银行,1817,52955,91069,0,0.8435
2018,北京市,股份制商业银行,862,24495,46638,0,0.4002
2018,北京市,邮政储蓄银行,574,3276,3328,0,0.2665
2018,北京市,城市商业银行,412,11420,28341,1,0.1913
2018,北京市,城市信用社,0,0,0,0,0
2018,北京市,小型农村金融机构,673,8743,8813,1,0.3124
2018,北京市,财务公司,75,4989,33414,73,0.0348
2018,北京市,信托公司,12,3788,1429,12,0.0056
2018,天津市,政策性银行,13,587,3111,0,0.0083
2018,天津市,外资银行,45,1503,792,1,0.0288
2018,天津市,三类新型农村金融机构,108,1424,303,18,0.0692
2018,天津市,合计,3167,66180,49441,47,2.0301
2018,天津市,大型商业银行,1270,28498,13213,0,0.8141
2018,天津市,股份制商业银行,453,10343,8159,1,0.2904
2018,天津市,邮政储蓄银行,399,4554,1019,0,0.2558
2018,天津市,城市商业银行,316,7694,8854,1,0.2026
2018,天津市,城市信用社,0,0,0,0,0
2018,天津市,小型农村金融机构,535,8118,4799,2,0.3429
2018,天津市,财务公司,8,236,645,7,0.0051
2018,天津市,信托公司,2,435,125,2,0.0013
2018,河北省,政策性银行,165,3505,5107,0,0.0218
2018,河北省,外资银行,2,60,25.7,0,0.0003
2018,河北省,三类新型农村金融机构,289,4487,524.9,106,0.0382
2018,河北省,合计,11879,184554,79936.8,275,1.5721
2018,河北省,大型商业银行,3357,74323,30447.2,0,0.4443
2018,河北省,股份制商业银行,504,11534,5214,0,0.0667
2018,河北省,邮政储蓄银行,1456,17816,3512.4,0,0.1927
2018,河北省,城市商业银行,1199,24066,17200.7,11,0.1587
2018,河北省,小型农村金融机构,4896,47920,16098.2,147,0.648
2018,河北省,财务公司,7,246,1024.3,7,0.0009
2018,河北省,信托公司,1,240,139.7,1,0.0001
2018,山西省,政策性银行,81,1959,4561.3,0,0.0218
2018,山西省,外资银行,2,32,26.7,0,0.0005
2018,山西省,三类新型农村金融机构,125,4884,585.3,83,0.0336
2018,山西省,合计,7067,127294,48773.7,210,1.9008
2018,山西省,大型商业银行,1811,47235,16913.7,0,0.4871
2018,山西省,股份制商业银行,396,8189,5905.9,0,0.1065
2018,山西省,邮政储蓄银行,1226,12694,2706.6,0,0.3297
2018,山西省,城市商业银行,483,11166,5384.8,6,0.1299
2018,山西省,小型农村金融机构,2942,40186,11321.2,112,0.7913
2018,山西省,财务公司,1,328,1231.9,6,0.0003
2018,山西省,信托公司,0,241,24.3,1,0
2018,内蒙古自治区,政策性银行,72,2081,5372,0,0.0284
2018,内蒙古自治区,外资银行,1,5,3,0,0.0004
2018,内蒙古自治区,三类新型农村金融机构,149,4801,692,75,0.0588
2018,内蒙古自治区,合计,5543,98501,35005,180,2.1875
2018,内蒙古自治区,大型商业银行,1519,37573,10864,0,0.5994
2018,内蒙古自治区,股份制商业银行,196,4570,2538,0,0.0773
2018,内蒙古自治区,邮政储蓄银行,796,7775,970,0,0.3141
2018,内蒙古自治区,城市商业银行,565,13766,8237,4,0.223
2018,内蒙古自治区,城市信用社,0,0,0,0,0
2018,内蒙古自治区,小型农村金融机构,2237,27178,5560,93,0.8828
2018,内蒙古自治区,财务公司,5,186,608,5,0.002
2018,内蒙古自治区,信托公司,2,315,127,2,0.0008
2018,中国,外资银行,,46662,,41,
2018,中国,合计,,3902385,,4571,
2018,中国,大型商业银行,,1607957,,5,
2018,中国,城市商业银行,,428726,,134,
2018,中国,农村合作银行,,9369,,30,
2018,中国,农村商业银行,,645492,,1397,
2018,中国,农村信用社,,210383,,812,
2018,中国,信托公司,,20646,,68,
2018,辽宁省,政策性银行,83,2397,5656,0,0.019
2018,辽宁省,外资银行,40,1411,510,0,0.0092
2018,辽宁省,三类新型农村金融机构,268,4946,909,67,0.0615
2018,辽宁省,合计,9645,181902,81572,154,2.2127
2018,辽宁省,大型商业银行,3156,75405,21360,0,0.724
2018,辽宁省,股份制商业银行,696,16341,8096,0,0.1597
2018,辽宁省,邮政储蓄银行,1731,18301,2753,0,0.3971
2018,辽宁省,城市商业银行,1363,32621,32944,15,0.3127
2018,辽宁省,小型农村金融机构,2291,29543,7791,63,0.5256
2018,辽宁省,财务公司,7,240,1168,5,0.0016
2018,辽宁省,信托公司,1,158,122,1,0.0002
2018,吉林省,政策性银行,61,1878,4299.4,0,0.0226
2018,吉林省,外资银行,2,49,16.1,0,0.0007
2018,吉林省,三类新型农村金融机构,68,5066,777.2,68,0.0251
2018,吉林省,合计,5073,98833,30775.6,127,1.8761
2018,吉林省,大型商业银行,1671,40019,9667.2,0,0.618
2018,吉林省,股份制商业银行,185,4320,2375.8,0,0.0684
2018,吉林省,邮政储蓄银行,1069,10192,1643.8,0,0.3953
2018,吉林省,城市商业银行,391,9790,3293.8,1,0.1446
2018,吉林省,城市信用社,0,0,0,0,0
2018,吉林省,小型农村金融机构,1621,26843,7082.2,53,0.5995
2018,吉林省,财务公司,2,202,1060.5,2,0.0007
2018,吉林省,信托公司,1,203,66.4,1,0.0004
2018,黑龙江省,政策性银行,90,2599,7707,0,0.0239
2018,黑龙江省,外资银行,7,110,42,0,0.0019
2018,黑龙江省,三类新型农村金融机构,91,1444,195,37,0.0241
2018,黑龙江省,合计,6557,117436,38880,130,1.7379
2018,黑龙江省,大型商业银行,1999,48481,11734,0,0.5298
2018,黑龙江省,股份制商业银行,207,4866,2379,0,0.0549
2018,黑龙江省,邮政储蓄银行,1636,16713,2477,0,0.4336
2018,黑龙江省,城市商业银行,575,12846,8862,2,0.1524
2018,黑龙江省,城市信用社,0,0,0,0,0
2018,黑龙江省,小型农村金融机构,1946,29253,4671,86,0.5158
2018,黑龙江省,财务公司,3,81,269,2,0.0008
2018,黑龙江省,信托公司,1,840,239,1,0.0003
2018,上海市,政策性银行,90,2599,7707,0,0.0371
2018,上海市,外资银行,7,110,42,0,0.0029
2018,上海市,三类新型农村金融机构,91,1444,195,37,0.0375
2018,上海市,合计,6557,117436,38880,130,2.705
2018,上海市,大型商业银行,1999,48481,11734,0,0.8247
2018,上海市,股份制商业银行,207,4866,2379,0,0.0854
2018,上海市,邮政储蓄银行,1636,16713,2477,0,0.6749
2018,上海市,城市商业银行,575,12846,8862,2,0.2372
2018,上海市,城市信用社,0,0,0,0,0
2018,上海市,小型农村金融机构,1946,29253,4671,86,0.8028
2018,上海市,财务公司,3,81,269,2,0.0012
2018,上海市,信托公司,1,840,239,1,0.0004
2018,江苏省,政策性银行,78,2415,9425,0,0.0097
2018,江苏省,外资银行,35,2292,1541,6,0.0043
2018,江苏省,三类新型农村金融机构,173,4625,832,74,0.0215
2018,江苏省,合计,12965,262125,177240.35,172,1.6104
2018,江苏省,大型商业银行,4936,107437,60536,0,0.6131
2018,江苏省,股份制商业银行,1047,33657,29473,0,0.13
2018,江苏省,邮政储蓄银行,2515,25164,7392,0,0.3124
2018,江苏省,城市商业银行,906,32549,36575,5,0.1125
2018,江苏省,城市信用社,0,0,0,0,0
2018,江苏省,小型农村金融机构,3275,51817,28290,63,0.4068
2018,江苏省,财务公司,0,460,1408,14,0
2018,江苏省,信托公司,0,573,346,4,0
2018,浙江省,政策性银行,61,1947,8665,0,0.0106
2018,浙江省,外资银行,29,785,548,0,0.0051
2018,浙江省,三类新型农村金融机构,358,6092,970,81,0.0624
2018,浙江省,合计,13226,247602,152444,198,2.3054
2018,浙江省,大型商业银行,3788,91694,50824,0,0.6603
2018,浙江省,股份制商业银行,1140,34095,25543,0,0.1987
2018,浙江省,邮政储蓄银行,1735,9135,4163,0,0.3024
2018,浙江省,城市商业银行,1781,48633,31728,13,0.3104
2018,浙江省,小型农村金融机构,4235,51190,25257,82,0.7382
2018,浙江省,财务公司,10,413,1464,9,0.0017
2018,浙江省,信托公司,5,1357,338,5,0.0009
2018,安徽省,政策性银行,92,2264,7341,0,0.0145
2018,安徽省,外资银行,5,190,157,0,0.0008
2018,安徽省,三类新型农村金融机构,298,4213,656,68,0.0471
2018,安徽省,合计,8483,122825,65466.6,166,1.3414
2018,安徽省,大型商业银行,2360,47382,21671,0,0.3732
2018,安徽省,股份制商业银行,347,7741,5956,0,0.0549
2018,安徽省,邮政储蓄银行,1773,15390,4705,0,0.2804
2018,安徽省,城市商业银行,472,10223,10270,2,0.0746
2018,安徽省,小型农村金融机构,3120,33691,12827,84,0.4934
2018,安徽省,财务公司,6,189,544,6,0.0009
2018,安徽省,信托公司,1,163,73,1,0.0002
2018,福建省,政策性银行,46,1937,7031,0,0.0117
2018,福建省,外资银行,39,961,589,1,0.0099
2018,福建省,三类新型农村金融机构,84,1899,309,55,0.0213
2018,福建省,合计,6622,123316,98624,141,1.6803
2018,福建省,大型商业银行,2292,54508,21644,0,0.5816
2018,福建省,股份制商业银行,914,26050,48227,1,0.2319
2018,福建省,邮政储蓄银行,1062,6079,2229,0,0.2695
2018,福建省,城市商业银行,243,8998,9388,4,0.0617
2018,福建省,小型农村金融机构,1929,20255,8232,68,0.4895
2018,福建省,财务公司,6,140,401,5,0.0015
2018,福建省,信托公司,2,806,243,2,0.0005
2018,江西省,政策性银行,99,2275,6399,0,0.0213
2018,江西省,外资银行,4,76,38,0,0.0009
2018,江西省,三类新型农村金融机构,219,3839,606,76,0.0471
2018,江西省,合计,7165,104161,46275,173,1.5415
2018,江西省,大型商业银行,1857,38665,13943,0,0.3995
2018,江西省,股份制商业银行,283,5275,3457,0,0.0609
2018,江西省,邮政储蓄银行,1478,13967,2863,0,0.318
2018,江西省,城市商业银行,766,12015,9606,4,0.1648
2018,江西省,小型农村金融机构,2452,26892,8672,87,0.5275
2018,江西省,财务公司,3,208,286,3,0.0006
2018,江西省,信托公司,2,888,248,2,0.0004
2018,山东省,政策性银行,128,3622,11509,0,0.0127
2018,山东省,外资银行,42,1021,520,0,0.0042
2018,山东省,三类新型农村金融机构,385,7328,1115,128,0.0383
2018,山东省,合计,15320,246636,122434,281,1.5248
2018,山东省,大型商业银行,4372,98694,40937,0,0.4352
2018,山东省,股份制商业银行,1131,25106,15174,1,0.1126
2018,山东省,邮政储蓄银行,2951,12138,6564,0,0.2937
2018,山东省,城市商业银行,1293,29904,18981,14,0.1287
2018,山东省,小型农村金融机构,5012,66281,23766,112,0.4989
2018,山东省,财务公司,2,906,2963,18,0.0002
2018,山东省,信托公司,0,533,177,2,0
2018,河南省,政策性银行,154,3630,7128,0,0.016
2018,河南省,外资银行,4,73,39,0,0.0004
2018,河南省,三类新型农村金融机构,537,7809,1147,83,0.0559
2018,河南省,合计,13047,202058,81849,239,1.3584
2018,河南省,大型商业银行,3286,72890,25969,0,0.3421
2018,河南省,股份制商业银行,522,12679,8774,0,0.0543
2018,河南省,邮政储蓄银行,2414,23905,7162,0,0.2513
2018,河南省,城市商业银行,916,23577,14324,5,0.0954
2018,河南省,城市信用社,0,0,0,0,0
2018,河南省,小型农村金融机构,5202,56391,16016,140,0.5416
2018,河南省,财务公司,8,253,631,6,0.0008
2018,河南省,信托公司,2,459,190,2,0.0002
2018,湖北省,政策性银行,96,2530,10576,0,0.0162
2018,湖北省,外资银行,13,431,216,0,0.0022
2018,湖北省,三类新型农村金融机构,102,2905,363,66,0.0172
2018,湖北省,合计,7782,128637,72285,160,1.3152
2018,湖北省,大型商业银行,2787,61292,26308,0,0.471
2018,湖北省,股份制商业银行,622,11560,8826,0,0.1051
2018,湖北省,邮政储蓄银行,1643,7825,5453,0,0.2777
2018,湖北省,城市商业银行,387,8399,5612,2,0.0654
2018,湖北省,小型农村金融机构,2122,31402,11078,78,0.3586
2018,湖北省,财务公司,4,777,2138,7,0.0007
2018,湖北省,信托公司,2,544,221,2,0.0003
2018,湖南省,政策性银行,117,2807,6073,0,0.017
2018,湖南省,外资银行,6,134,70,0,0.0009
2018,湖南省,三类新型农村金融机构,148,2245,557,60,0.0215
2018,湖南省,合计,9819,135247,59527,174,1.4232
2018,湖南省,大型商业银行,2465,49663,21052,0,0.3573
2018,湖南省,股份制商业银行,378,9786,5792,0,0.0548
2018,湖南省,邮政储蓄银行,2087,17279,4767,0,0.3025
2018,湖南省,城市商业银行,544,11939,9190,2,0.0789
2018,湖南省,城市信用社,0,0,0,0,0
2018,湖南省,小型农村金融机构,4061,40318,11048,104,0.5886
2018,湖南省,财务公司,5,144,461,4,0.0007
2018,湖南省,信托公司,1,197,103,1,0.0001
2018,广东省,政策性银行,82,2423,10960,0,0.0072
2018,广东省,外资银行,258,10413,6326,6,0.0227
2018,广东省,三类新型农村金融机构,284,4455,866,61,0.025
2018,广东省,合计,17285,351325,235421,206,1.5234
2018,广东省,大型商业银行,6180,139663,93034,0,0.5447
2018,广东省,股份制商业银行,1815,70520,53504,3,0.16
2018,广东省,邮政储蓄银行,2066,27099,6702,0,0.1821
2018,广东省,城市商业银行,625,18871,19333,5,0.0551
2018,广东省,城市信用社,0,0,0,0,0
2018,广东省,小型农村金融机构,5938,73901,33905,96,0.5234
2018,广东省,财务公司,23,1078,4109,22,0.002
2018,广东省,信托公司,5,1498,644,5,0.0004
2018,深圳市,政策性银行,3,331,5295,0,
2018,深圳市,外资银行,96,5334,3812,5,
2018,深圳市,三类新型农村金融机构,58,1389,360,10,
2018,深圳市,合计,1977,75878,80177,37,
2018,深圳市,大型商业银行,715,23658,26787,0,
2018,深圳市,股份制商业银行,573,28966,27363,2,
2018,深圳市,邮政储蓄银行,141,1698,823,0,
2018,深圳市,城市商业银行,169,4909,5939,0,
2018,深圳市,城市信用社,0,0,0,0,
2018,深圳市,小型农村金融机构,200,3254,3073,1,
2018,深圳市,财务公司,10,455,1266,10,
2018,深圳市,信托公司,2,934,486,2,
2018,广西壮族自治区,政策性银行,66,1718,5101,0,0.0134
2018,广西壮族自治区,外资银行,4,80,56,0,0.0008
2018,广西壮族自治区,三类新型农村金融机构,255,3460,451,45,0.0518
2018,广西壮族自治区,合计,6296,90439,38527,145,1.2781
2018,广西壮族自治区,大型商业银行,1938,37345,13556,0,0.3934
2018,广西壮族自治区,股份制商业银行,190,4345,3092,0,0.0386
2018,广西壮族自治区,邮政储蓄银行,972,9992,1933,0,0.1973
2018,广西壮族自治区,城市商业银行,505,8415,5657,3,0.1025
2018,广西壮族自治区,城市信用社,0,0,0,0,0
2018,广西壮族自治区,小型农村金融机构,2363,24988,8453,95,0.4797
2018,广西壮族自治区,财务公司,2,56,183,1,0.0004
2018,广西壮族自治区,信托公司,0,0,0,0,0
2018,重庆市,政策性银行,39,1226,5170,0,0.0126
2018,重庆市,外资银行,24,551,222,0,0.0077
2018,重庆市,三类新型农村金融机构,401,8994,2421,40,0.1293
2018,重庆市,合计,4403,77357,51305,55,1.4194
2018,重庆市,大型商业银行,1351,26578,14624,0,0.4355
2018,重庆市,股份制商业银行,293,9194,6872,0,0.0945
2018,重庆市,邮政储蓄银行,228,4089,2982,0,0.0735
2018,重庆市,城市商业银行,282,8051,7005,2,0.0909
2018,重庆市,城市信用社,0,0,0,0,0
2018,重庆市,小型农村金融机构,1773,15586,9226,1,0.5716
2018,重庆市,财务公司,4,135,230,4,0.0013
2018,重庆市,信托公司,2,356,382,2,0.0006
2018,四川省,政策性银行,115,4277,8161,0,0.0138
2018,四川省,外资银行,23,772,372,0,0.0028
2018,四川省,三类新型农村金融机构,282,4238,731,56,0.0338
2018,四川省,合计,14225,262911,96733.27,179,1.7054
2018,四川省,大型商业银行,3339,91688,36876,0,0.4003
2018,四川省,股份制商业银行,556,11975,8145,0,0.0667
2018,四川省,邮政储蓄银行,3057,27560,5744,0,0.3665
2018,四川省,城市商业银行,930,20327,16038,13,0.1115
2018,四川省,城市信用社,0,0,0,0,0
2018,四川省,小型农村金融机构,5908,69444,18859,101,0.7083
2018,四川省,财务公司,4,,1077,4,0.0005
2018,四川省,信托公司,2,,234,2,0.0002
2018,贵州省,政策性银行,71,1626,5753,0,0.0197
2018,贵州省,外资银行,1,10,4.9,0,0.0003
2018,贵州省,三类新型农村金融机构,138,4482,455.2,84,0.0383
2018,贵州省,合计,5175,71393,37047.4,175,1.4375
2018,贵州省,大型商业银行,1090,23043,9797.9,0,0.3028
2018,贵州省,股份制商业银行,111,2876,1808.3,0,0.0308
2018,贵州省,邮政储蓄银行,963,2641,1257,0,0.2675
2018,贵州省,城市商业银行,522,10562,8331.6,2,0.145
2018,贵州省,城市信用社,0,0,0,0,0
2018,贵州省,小型农村金融机构,2269,25443,7976.4,84,0.6303
2018,贵州省,财务公司,5,111,1256.4,3,0.0014
2018,贵州省,信托公司,1,387,213.2,1,0.0003
2018,云南省,政策性银行,89,2087,6460,0,0.0184
2018,云南省,外资银行,7,97,76,0,0.0014
2018,云南省,三类新型农村金融机构,139,2920,343,73,0.0288
2018,云南省,合计,5574,78899,40936,215,1.154
2018,云南省,大型商业银行,1564,33920,14055,0,0.3238
2018,云南省,股份制商业银行,396,7705,3838,0,0.082
2018,云南省,邮政储蓄银行,854,3202,1310,0,0.1768
2018,云南省,城市商业银行,233,5387,3866,3,0.0482
2018,云南省,城市信用社,0,0,0,0,0
2018,云南省,小型农村金融机构,2285,23027,9855,133,0.4731
2018,云南省,财务公司,5,136,346,4,0.001
2018,云南省,信托公司,1,320,31,1,0.0002
2018,西藏自治区,政策性银行,1,169,1438,,0.0029
2018,西藏自治区,三类新型农村金融机构,,82,7,,
2018,西藏自治区,合计,695,9833,6962,5,2.0203
2018,西藏自治区,大型商业银行,587,7471,4082,,1.7064
2018,西藏自治区,股份制商业银行,6,512,174,,0.0174
2018,西藏自治区,邮政储蓄银行,97,852,120,,0.282
2018,西藏自治区,城市商业银行,4,490,631,,0.0116
2018,西藏自治区,信托公司,,104,25,,
2018,陕西省,政策性银行,82,2211,5580,0,0.0212
2018,陕西省,外资银行,13,334,191.4,0,0.0034
2018,陕西省,三类新型农村金融机构,68,1348,148.2,38,0.0176
2018,陕西省,合计,7254,106117,51251.2,149,1.8773
2018,陕西省,大型商业银行,1913,41677,18279,0,0.4951
2018,陕西省,股份制商业银行,446,10260,7206.3,0,0.1154
2018,陕西省,邮政储蓄银行,1247,10448,3171.8,0,0.3227
2018,陕西省,城市商业银行,534,9288,6322.4,2,0.1382
2018,陕西省,小型农村金融机构,2939,28296,8968.3,100,0.7606
2018,陕西省,财务公司,7,342,971.2,4,0.0018
2018,陕西省,信托公司,3,1601,268.1,3,0.0008
2018,甘肃省,政策性银行,64,1698,4794,0,0.0243
2018,甘肃省,外资银行,0,0,0,0,0
2018,甘肃省,三类新型农村金融机构,60,1121,336,27,0.0228
2018,甘肃省,合计,4873,68786,27637,120,1.8479
2018,甘肃省,大型商业银行,1390,28104,7163,0,0.5271
2018,甘肃省,股份制商业银行,124,3203,1783,0,0.047
2018,甘肃省,邮政储蓄银行,613,6310,810,0,0.2325
2018,甘肃省,城市商业银行,380,8096,6278,2,0.1441
2018,甘肃省,城市信用社,0,0,0,0,0
2018,甘肃省,小型农村金融机构,2242,19542,5608,85,0.8502
2018,甘肃省,财务公司,0,82,192,3,0
2018,甘肃省,信托公司,0,491,110,1,0
2018,青海省,政策性银行,27,557,2175,0,0.0448
2018,青海省,外资银行,0,0,0,0,0
2018,青海省,三类新型农村金融机构,8,183,15,7,0.0133
2018,青海省,合计,1144,18194,8847,41,1.8972
2018,青海省,大型商业银行,431,9244,3246,0,0.7148
2018,青海省,股份制商业银行,38,1191,633,0,0.063
